"","USUBJID","SPREFID","DOSDUR","ROUTE","LBTESTCD","LBCAT","LBORRES","LBORRESU","LBDY","LBMETHOD","LBSPEC","SEX","INITBW","SPECIES","STRAIN","TRTV","START_YEAR","AGE","AGEU","anesthetics"
"1895","Study-25-0009","Study-25","4 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.52,"T/l",28,"iBroker:ERY","PLASMA","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,8,"weeks","isoflurane"
"1896","Study-25-0009","Study-25","4 week","INTRAGASTRIC","BW_D14","",268,"g",14,"","","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,8,"weeks","isoflurane"
"1897","Study-25-0009","Study-25","4 week","INTRAGASTRIC","BW_D28","",297,"g",28,"","","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,8,"weeks","isoflurane"
"1898","Study-25-0009","Study-25","4 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.61,"mmol/l",28,"iBroker:Ca","SERUM","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,8,"weeks","isoflurane"
"1899","Study-25-0010","Study-25","4 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",5,"mmol/l",28,"iBroker:K","SERUM","M",215,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,8,"weeks","isoflurane"
"1900","Study-25-0010","Study-25","4 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",143,"mmol/l",28,"iBroker:Na","SERUM","M",215,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,8,"weeks","isoflurane"
"1901","Study-25-0010","Study-25","4 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.6,"mmol/l",28,"iBroker:Ca","SERUM","M",215,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,8,"weeks","isoflurane"
"1902","Study-25-0010","Study-25","4 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.57,"T/l",28,"iBroker:ERY","PLASMA","M",215,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,8,"weeks","isoflurane"
"1903","Study-25-0010","Study-25","4 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",1.93,"mmol/l",28,"iBroker:P","SERUM","M",215,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,8,"weeks","isoflurane"
"1904","Study-25-0010","Study-25","4 week","INTRAGASTRIC","BW_D1","",215,"g",1,"","","M",215,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,8,"weeks","isoflurane"
"1905","Study-25-0010","Study-25","4 week","INTRAGASTRIC","BW_D14","",290,"g",14,"","","M",215,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,8,"weeks","isoflurane"
"1906","Study-25-0010","Study-25","4 week","INTRAGASTRIC","BW_D28","",319,"g",28,"","","M",215,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,8,"weeks","isoflurane"
"1907","Study-26-0001","Study-26","13 week","INTRAGASTRIC","BW_D14","",274,"g",14,"","","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1908","Study-26-0001","Study-26","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.51,"mmol/l",31,"iBroker:Ca","SERUM","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1909","Study-26-0001","Study-26","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",143,"mmol/l",3,"iBroker:Na","SERUM","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1910","Study-26-0001","Study-26","13 week","INTRAGASTRIC","BW_D28","",319,"g",28,"","","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1911","Study-26-0001","Study-26","13 week","INTRAGASTRIC","BW_D1","",206,"g",1,"","","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1912","Study-26-0001","Study-26","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",1.88,"mmol/l",31,"iBroker:P","SERUM","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1913","Study-26-0001","Study-26","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",5.1,"mmol/l",31,"iBroker:K","SERUM","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1914","Study-26-0001","Study-26","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",5.5,"mmol/l",3,"iBroker:K","SERUM","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1915","Study-26-0001","Study-26","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",145,"mmol/l",31,"iBroker:Na","SERUM","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1916","Study-26-0001","Study-26","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",2.35,"mmol/l",3,"iBroker:P","SERUM","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1917","Study-26-0001","Study-26","13 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.13,"T/l",31,"iBroker:ERY","PLASMA","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1918","Study-26-0001","Study-26","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.61,"mmol/l",3,"iBroker:Ca","SERUM","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1919","Study-26-0002","Study-26","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.43,"mmol/l",31,"iBroker:Ca","SERUM","M",196,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1920","Study-26-0002","Study-26","13 week","INTRAGASTRIC","BW_D28","",271,"g",28,"","","M",196,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1921","Study-26-0002","Study-26","13 week","INTRAGASTRIC","BW_D14","",244,"g",14,"","","M",196,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1922","Study-26-0002","Study-26","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",145,"mmol/l",31,"iBroker:Na","SERUM","M",196,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1923","Study-26-0002","Study-26","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",144,"mmol/l",3,"iBroker:Na","SERUM","M",196,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1924","Study-26-0002","Study-26","13 week","INTRAGASTRIC","BW_D1","",196,"g",1,"","","M",196,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1925","Study-26-0002","Study-26","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",2.32,"mmol/l",3,"iBroker:P","SERUM","M",196,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1926","Study-26-0002","Study-26","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",5.1,"mmol/l",31,"iBroker:K","SERUM","M",196,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1927","Study-26-0002","Study-26","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.47,"mmol/l",3,"iBroker:Ca","SERUM","M",196,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1928","Study-26-0002","Study-26","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",5.8,"mmol/l",3,"iBroker:K","SERUM","M",196,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1929","Study-26-0002","Study-26","13 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.96,"T/l",31,"iBroker:ERY","PLASMA","M",196,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1930","Study-26-0002","Study-26","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",1.61,"mmol/l",31,"iBroker:P","SERUM","M",196,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1931","Study-26-0003","Study-26","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.58,"mmol/l",31,"iBroker:Ca","SERUM","M",224,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1932","Study-26-0003","Study-26","13 week","INTRAGASTRIC","BW_D1","",224,"g",1,"","","M",224,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1933","Study-26-0003","Study-26","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",143,"mmol/l",3,"iBroker:Na","SERUM","M",224,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1934","Study-26-0003","Study-26","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",2.55,"mmol/l",3,"iBroker:P","SERUM","M",224,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1935","Study-26-0003","Study-26","13 week","INTRAGASTRIC","BW_D28","",345,"g",28,"","","M",224,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1936","Study-26-0003","Study-26","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",1.9,"mmol/l",31,"iBroker:P","SERUM","M",224,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1937","Study-26-0003","Study-26","13 week","INTRAGASTRIC","BW_D14","",297,"g",14,"","","M",224,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1938","Study-26-0003","Study-26","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",4.7,"mmol/l",31,"iBroker:K","SERUM","M",224,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1939","Study-26-0003","Study-26","13 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.04,"T/l",31,"iBroker:ERY","PLASMA","M",224,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1940","Study-26-0003","Study-26","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",144,"mmol/l",31,"iBroker:Na","SERUM","M",224,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1941","Study-26-0003","Study-26","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.65,"mmol/l",3,"iBroker:Ca","SERUM","M",224,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1942","Study-26-0003","Study-26","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",5.7,"mmol/l",3,"iBroker:K","SERUM","M",224,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1943","Study-26-0004","Study-26","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",2.5,"mmol/l",3,"iBroker:P","SERUM","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1944","Study-26-0004","Study-26","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",1.99,"mmol/l",31,"iBroker:P","SERUM","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1945","Study-26-0004","Study-26","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",5,"mmol/l",31,"iBroker:K","SERUM","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1946","Study-26-0004","Study-26","13 week","INTRAGASTRIC","BW_D14","",266,"g",14,"","","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1947","Study-26-0004","Study-26","13 week","INTRAGASTRIC","BW_D1","",206,"g",1,"","","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1948","Study-26-0004","Study-26","13 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.93,"T/l",31,"iBroker:ERY","PLASMA","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1949","Study-26-0004","Study-26","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",5.4,"mmol/l",3,"iBroker:K","SERUM","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1950","Study-26-0004","Study-26","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",145,"mmol/l",3,"iBroker:Na","SERUM","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1951","Study-26-0004","Study-26","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.47,"mmol/l",31,"iBroker:Ca","SERUM","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1952","Study-26-0004","Study-26","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.64,"mmol/l",3,"iBroker:Ca","SERUM","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1953","Study-26-0004","Study-26","13 week","INTRAGASTRIC","BW_D28","",309,"g",28,"","","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1954","Study-26-0004","Study-26","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",144,"mmol/l",31,"iBroker:Na","SERUM","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1955","Study-26-0005","Study-26","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",145,"mmol/l",31,"iBroker:Na","SERUM","M",205,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1956","Study-26-0005","Study-26","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",1.85,"mmol/l",31,"iBroker:P","SERUM","M",205,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1957","Study-26-0005","Study-26","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",4.6,"mmol/l",31,"iBroker:K","SERUM","M",205,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1958","Study-26-0005","Study-26","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.5,"mmol/l",31,"iBroker:Ca","SERUM","M",205,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1959","Study-26-0005","Study-26","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",5.8,"mmol/l",3,"iBroker:K","SERUM","M",205,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1960","Study-26-0005","Study-26","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",2.24,"mmol/l",3,"iBroker:P","SERUM","M",205,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1961","Study-26-0005","Study-26","13 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.28,"T/l",31,"iBroker:ERY","PLASMA","M",205,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1962","Study-26-0005","Study-26","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.62,"mmol/l",3,"iBroker:Ca","SERUM","M",205,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1963","Study-26-0005","Study-26","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",143,"mmol/l",3,"iBroker:Na","SERUM","M",205,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1964","Study-26-0005","Study-26","13 week","INTRAGASTRIC","BW_D1","",205,"g",1,"","","M",205,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1965","Study-26-0005","Study-26","13 week","INTRAGASTRIC","BW_D14","",272,"g",14,"","","M",205,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1966","Study-26-0005","Study-26","13 week","INTRAGASTRIC","BW_D28","",313,"g",28,"","","M",205,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1967","Study-26-0006","Study-26","13 week","INTRAGASTRIC","BW_D1","",211,"g",1,"","","M",211,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1968","Study-26-0006","Study-26","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",1.62,"mmol/l",31,"iBroker:P","SERUM","M",211,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1969","Study-26-0006","Study-26","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",5,"mmol/l",31,"iBroker:K","SERUM","M",211,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1970","Study-26-0006","Study-26","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.48,"mmol/l",31,"iBroker:Ca","SERUM","M",211,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1971","Study-26-0006","Study-26","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",144,"mmol/l",31,"iBroker:Na","SERUM","M",211,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1972","Study-26-0006","Study-26","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",5.7,"mmol/l",3,"iBroker:K","SERUM","M",211,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1973","Study-26-0006","Study-26","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",2.26,"mmol/l",3,"iBroker:P","SERUM","M",211,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1974","Study-26-0006","Study-26","13 week","INTRAGASTRIC","BW_D14","",275,"g",14,"","","M",211,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1975","Study-26-0006","Study-26","13 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.88,"T/l",31,"iBroker:ERY","PLASMA","M",211,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1976","Study-26-0006","Study-26","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",144,"mmol/l",3,"iBroker:Na","SERUM","M",211,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1977","Study-26-0006","Study-26","13 week","INTRAGASTRIC","BW_D28","",317,"g",28,"","","M",211,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1978","Study-26-0006","Study-26","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.61,"mmol/l",3,"iBroker:Ca","SERUM","M",211,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1979","Study-26-0007","Study-26","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",145,"mmol/l",31,"iBroker:Na","SERUM","M",216,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1980","Study-26-0007","Study-26","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.51,"mmol/l",31,"iBroker:Ca","SERUM","M",216,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1981","Study-26-0007","Study-26","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",5.3,"mmol/l",31,"iBroker:K","SERUM","M",216,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1982","Study-26-0007","Study-26","13 week","INTRAGASTRIC","BW_D28","",293,"g",28,"","","M",216,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1983","Study-26-0007","Study-26","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",5.9,"mmol/l",3,"iBroker:K","SERUM","M",216,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1984","Study-26-0007","Study-26","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",1.54,"mmol/l",31,"iBroker:P","SERUM","M",216,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1985","Study-26-0007","Study-26","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",2.4,"mmol/l",3,"iBroker:P","SERUM","M",216,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1986","Study-26-0007","Study-26","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",145,"mmol/l",3,"iBroker:Na","SERUM","M",216,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1987","Study-26-0007","Study-26","13 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.87,"T/l",31,"iBroker:ERY","PLASMA","M",216,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1988","Study-26-0007","Study-26","13 week","INTRAGASTRIC","BW_D14","",264,"g",14,"","","M",216,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1989","Study-26-0007","Study-26","13 week","INTRAGASTRIC","BW_D1","",216,"g",1,"","","M",216,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1990","Study-26-0007","Study-26","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.65,"mmol/l",3,"iBroker:Ca","SERUM","M",216,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1991","Study-26-0008","Study-26","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.58,"mmol/l",31,"iBroker:Ca","SERUM","M",220,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1992","Study-26-0008","Study-26","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",145,"mmol/l",31,"iBroker:Na","SERUM","M",220,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1993","Study-26-0008","Study-26","13 week","INTRAGASTRIC","BW_D1","",220,"g",1,"","","M",220,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1994","Study-26-0008","Study-26","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",143,"mmol/l",3,"iBroker:Na","SERUM","M",220,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1995","Study-26-0008","Study-26","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",4.6,"mmol/l",31,"iBroker:K","SERUM","M",220,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1996","Study-26-0008","Study-26","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",2.18,"mmol/l",3,"iBroker:P","SERUM","M",220,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1997","Study-26-0008","Study-26","13 week","INTRAGASTRIC","BW_D28","",319,"g",28,"","","M",220,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1998","Study-26-0008","Study-26","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.68,"mmol/l",3,"iBroker:Ca","SERUM","M",220,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"1999","Study-26-0008","Study-26","13 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.56,"T/l",31,"iBroker:ERY","PLASMA","M",220,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"2000","Study-26-0008","Study-26","13 week","INTRAGASTRIC","BW_D14","",289,"g",14,"","","M",220,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"2001","Study-26-0008","Study-26","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",5.5,"mmol/l",3,"iBroker:K","SERUM","M",220,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"2002","Study-26-0008","Study-26","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",1.85,"mmol/l",31,"iBroker:P","SERUM","M",220,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"2003","Study-26-0009","Study-26","13 week","INTRAGASTRIC","BW_D1","",192,"g",1,"","","M",192,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"2004","Study-26-0009","Study-26","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.5,"mmol/l",31,"iBroker:Ca","SERUM","M",192,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
"2005","Study-26-0009","Study-26","13 week","INTRAGASTRIC","BW_D28","",282,"g",28,"","","M",192,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2018,9,"weeks","isoflurane"
