SEDTS_ID,DOSDUR,EXPSTDTC,GLPFL,GLPTYP,HOUSEGRP,ROUTE,SEXPOP,SNDCTVER,SNDIGVER,SPECIES,SPLANSUB,SPLRLOC,SPLRNAM,SPREFID,SSPONSOR,SSTYP,STCAT,STRAIN,STSTYP,TRMSAC,TRTV,TSTFLOC,DOSENDTC,DOSSTDTC,PDOSFRQ,SBSTRAIN,PLANFSUB,PLANMSUB,TOTANPCH,START_YEAR,MTHTRM
1872,14,2014-09-23,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,80,"AD Horst,Netherlands",HARLAN,T101723-4,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,ORAL GAVAGE,"c(""P15D"", ""P1D"", ""P3D"", ""P8D"")",ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1873,28,2014-11-11,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,28,"Lyon Cedex 02,France",MARSHALL,T101763-8,Bayer AG,REPEAT DOSE,TOX,BEAGLE,Oral by Gavage,P29D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1874,280,2014-10-28,Y,Y,SINGLE HOUSED,,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,50,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,T101764-9,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,Implantation,P281D,,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1875,29,2013-01-22,Y,Y,SINGLE HOUSED,SUBCUTANEOUS,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,28,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,T100335-2,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,SUBCUTANEOUS,P29D,PLACEBO,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,
1876,29,2013-01-21,Y,Y,SINGLE HOUSED,SUBCUTANEOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MOUSE,216,"Sulzfeld,Germany",CHARLES RIVER,T100378-9,Bayer AG,REPEAT DOSE,TOX,CD1(ICR),s.c.,P29D,PLACEBO,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,
1877,,,Y,Y,SINGLE HOUSED,,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,30,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,T100510-7,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,i.v. Short injection,P30D,PLACEBO,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
1878,28,2013-03-05,Y,Y,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,24,"Lyon Cedex 02,France",MARSHALL,T100525-3,Bayer AG,REPEAT DOSE,TOX,BEAGLE,Oral by Gavage,P29D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,
1879,29,2013-04-13,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,180,"AD Horst,Netherland",HARLAN,T100568-0,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P29D,PEG400,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,
1880,29,2013-05-02,Y,Y,SINGLE HOUSED,,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,12,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,T100616-4,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,Conjunctival,P29D,,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,
1881,15,2013-05-30,N,N,SINGLE HOUSED,INTRAVENOUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,8,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,T100656-8,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,i.v. Short injection,"c(""P15D"", ""P2D"")",PBS,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,
1882,,2013-05-07,Y,Y,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,32,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,T100657-9,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,i.g.,P29D,PEG400,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,
1883,29,2013-08-27,Y,Y,SINGLE HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,28,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,T100896-4,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,i.g.,P29D,WATER,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,
1884,91,2013-08-14,Y,Y,SINGLE HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,40,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,T100917-8,Bayer AG,SINGLE DOSE,TOX,CYNOMOLGUS,i.v. Short injection,P92D,0.9% SALINE SOLUTION,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,
1885,1,2013-08-13,N,N,GROUP HOUSED,INTRAVENOUS BOLUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,40,"AD Horst,Netherlands",HARLAN,T100936-9,Bayer AG,SINGLE DOSE,TOX,WISTAR HAN,i.v. Short injection,"c(""P14D"", ""P3D"")",0.9% SALINE SOLUTION,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,
1886,29,2013-09-30,Y,Y,SINGLE HOUSED,INTRAVENOUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RABBIT,33,"Sulzfeld,Germany",CHARLES RIVER,T100942-6,Bayer AG,REPEAT DOSE,TOX,NEW ZEALAND,i.v. Short injection,P29D,0.9% SALINE SOLUTION,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,
1887,14,2013-08-14,N,N,SINGLE HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,8,"Lyon Cedex 02,France",MARSHALL,T100947-1,Bayer AG,REPEAT DOSE,TOX,BEAGLE,Oral by Gavage,P15D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,
1888,29,2013-09-23,Y,Y,GROUP HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,176,"AD Horst,Netherland",HARLAN,T100963-9,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,i.v. Short injection,"c(""P34D"", ""P43D"")",WATERfI,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,
1889,28,2013-09-10,N,N,SINGLE HOUSED,INTRAVENOUS BOLUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MOUSE,60,"Sulzfeld,Germany",CHARLES RIVER,T100968-4,Bayer AG,REPEAT DOSE,TOX,CD1(ICR),i.v. Short injection,P30D,VEHICLE,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,
1890,14,2013-09-19,N,N,SINGLE HOUSED,CONJUNCTIVAL,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,10,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,T101007-9,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,Conjunctival,P15D,0.9% SALINE SOLUTION,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,
1891,1,2013-09-17,N,N,SINGLE HOUSED,INTRAVENOUS,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,41,"AD Horst,Netherland",HARLAN,T101015-8,Bayer AG,SINGLE DOSE,TOX,WISTAR HAN,i.v. Short injection,P10D,0.9% SALINE SOLUTION,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,
1892,29,2013-10-11,Y,Y,SINGLE HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,40,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,T101022-6,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,i.v. Short injection,P29D,0.9% SALINE SOLUTION,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,
1893,28,2013-10-30,N,N,SINGLE HOUSED,SUBCUTANEOUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,10,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,T101035-0,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,s.c.,P29D,PLACEBO,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,
1894,1,2013-11-08,N,N,GROUP HOUSED,INTRAVENOUS BOLUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,12,"AD Horst,Netherland",HARLAN,T101088-8,Bayer AG,SINGLE DOSE,TOX,WISTAR,i.v. Short injection,P3D,0.9% SALINE SOLUTION,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,
1895,,2013-11-29,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"AD Horst,Netherlands",HARLAN,T101103-6,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P15D,PEG400,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,
1896,28,2014-01-06,Y,Y,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,32,"Lyon Cedex 02,France",MARSHALL,T101114-8,Bayer AG,REPEAT DOSE,TOX,BEAGLE,Oral by Gavage,P29D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1897,14,2013-11-26,N,N,SINGLE HOUSED,DIETARY,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MOUSE,138,"Sulzfeld,Germany",CHARLES RIVER,T101121-6,Bayer AG,REPEAT DOSE,TOX,CD1(ICR),Oral,P15D,SSNIFFR/M-HALTUNG.MEHL,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,
1898,,2013-12-04,N,N,SINGLE HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,6,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,T101129-4,Bayer AG,efficacy,TOX,CYNOMOLGUS,Oral by Gavage,,PEG400,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,
1899,,2013-12-09,N,N,SINGLE HOUSED,INTRAVENOUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,3,"Sulzfeld,Germany",CHARLES RIVER,T101143-0,Bayer AG,,TOX,WISTAR,infusion,,0.9% SALINE SOLUTION,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,
1900,14,2012-12-03,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"AD Horst,Netherland",HARLAN,T100031-5,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,ORAL GAVAGE,"c(""P10D"", ""P12D"", ""P5D"")",PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1901,28,2012-07-24,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,160,"AD Horst,Netherlands",HARLAN,T100046-1,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P27D"", ""P33D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1902,29,2012-10-31,Y,Y,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,32,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,T100048-3,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,Oral by Gavage,P29D,PEG400,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1903,28,2012-08-20,Y,Y,SINGLE HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,32,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,T100087-6,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,i.v. Short injection,P29D,PLACEBO,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1904,14,2012-08-14,N,N,SINGLE HOUSED,ORAL,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,8,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,T100088-7,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,Oral by Gavage,P15D,PEG400,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1905,15,2012-08-15,N,N,SINGLE HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"AD Horst,Netherland",HARLAN,T100107-9,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,ORAL GAVAGE,P15D,WATER,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1906,14,2012-08-06,Y,Y,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,16,"Lyon Cedex 02,France",MARSHALL,T100123-7,Bayer AG,REPEAT DOSE,TOX,BEAGLE,ORAL GAVAGE,P15D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1907,91,2012-09-04,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,122,"AD Horst,Netherland",HARLAN,T100134-9,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P73D"", ""P94D"")",ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1908,29,2012-09-27,Y,Y,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,40,"Lyon Cedex 02,France",MARSHALL,T100197-8,Bayer AG,REPEAT DOSE,TOX,BEAGLE,ORAL GAVAGE,P29D,PEG400,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1909,29,2012-10-09,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,128,"AD Horst,Netherland",HARLAN,T100198-9,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,ORAL GAVAGE,"c(""P18D"", ""P29D"")",ETHANOL/PEG400/WATER,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1910,29,2012-10-10,Y,Y,SINGLE HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MOUSE,224,"Sulzfeld,Germany",CHARLES RIVER,T100199-0,Bayer AG,REPEAT DOSE,TOX,CD1(ICR),INTRAVENOUS,P29D,PLACEBO,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1911,28,2012-10-08,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,32,"Lyon Cedex 02,France",MARSHALL,T100213-7,Bayer AG,REPEAT DOSE,TOX,BEAGLE,Oral by Gavage,,ETHANOL/PEG400/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1912,91,2012-10-16,Y,Y,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,32,"Lyon Cedex 02,France",MARSHALL,T100264-3,Bayer AG,REPEAT DOSE,TOX,BEAGLE,Oral by Gavage,P92D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1913,,2012-11-14,N,N,SINGLE HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,25,"AD Horst,Netherland",HARLAN,T100311-6,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,Oral by Gavage,P17D,TYLOSE,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1914,91,2012-05-08,Y,Y,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MOUSE,158,"Sulzfeld,Germany",CHARLES RIVER,T6082790,Bayer AG,REPEAT DOSE,TOX,CD1(ICR),Oral by Gavage,"c(""P73D"", ""P99D"")",NK-TRÃ¤GER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1915,91,2012-02-20,Y,Y,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,32,"Lyon Cedex 02,France",MARSHALL,T7083501,Bayer AG,REPEAT DOSE,TOX,BEAGLE,Oral by Gavage,P88D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1916,91,2012-03-06,Y,Y,SINGLE HOUSED,DIETARY,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MOUSE,188,"Sulzfeld,Germany",CHARLES RIVER,T8082891,Bayer AG,REPEAT DOSE,TOX,CD1(ICR),Oral via Diet,"c(""P78D"", ""P94D"")",SSNIFFR/M-HMEAL,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1917,4,2012-01-09,Y,Y,SINGLE HOUSED,INTRAVENOUS/SUBCUTANEOUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,6,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,TOXT0082956,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,s.c.,P7D,0.9% SALINE SOLUTION,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1918,28,2012-06-15,Y,Y,SINGLE HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,32,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,TOXT100010-2,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,i.v. Short injection,P29D,0.9% SALINE SOLUTION,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1919,28,2012-07-05,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,128,"AD Horst,Netherland",HARLAN,TOXT100017-9,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P29D,PEG400,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1920,28,2012-07-12,Y,Y,GROUP HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,96,"AD Horst,Netherland",HARLAN,TOXT100034-8,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,i.v. Short injection,P29D,20MMNA2HPO4X2H2O...,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1921,,2012-03-21,Y,Y,SINGLE HOUSED,CONJUNCTIVAL,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,26,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,TOXT3082977,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,Conjunctival,P30D,0.9% SALINE SOLUTION,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1922,28,2012-05-23,Y,Y,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,24,"Lyon Cedex 02,France",MARSHALL,TOXT5083536,Bayer AG,REPEAT DOSE,TOX,BEAGLE,Oral by Gavage,P29D,PEG400,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1923,,2012-01-13,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,136,"AD Horst,Netherland",HARLAN,TOXT7082953,Bayer AG,SUBCHRONIC,Subchronic,WISTAR HAN,Oral by Gavage,"c(""P89D"", ""P92D"")",NK-TRÃ¤GER,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1924,,2012-04-03,N,N,SINGLE HOUSED,INTRAVENOUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,8,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,TOXT8082990,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,i.v. Short injection,P30D,SPECIAL,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1925,,2012-07-04,Y,Y,GROUP HOUSED,s.c.,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,68,"AD Horst,Netherland",HARLAN,TOXT8083548,Bayer AG,SUBCHRONIC,Subchronic,WISTAR HAN,s.c.,P92D,CASTOROIL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1926,14,2012-03-13,N,N,SINGLE HOUSED,CONJUNCTIVAL,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RABBIT,6,"Sulzfeld,Germany",CHARLES RIVER,TOXT9082982,Bayer AG,REPEAT DOSE,TOX,NEW ZEALAND,Conjunctival,P15D,0.9% SALINE SOLUTION,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1927,14,2011-08-30,N,N,SINGLE HOUSED,ORAL,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,36,"AD Horst,Netherland",HARLAN,T0080930,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,ORAL,P15D,WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1928,273,2011-02-28,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,32,"Borchen,Germany",HARLAN WINKELMANN,T0082433,Bayer AG,REPEAT DOSE,TOX,BEAGLE,Oral by Gavage,P274D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1929,14,2011-09-20,N,N,SINGLE HOUSED,ORAL,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MOUSE,70,"Sulzfeld,Germany",CHARLES RIVER,T0082767,Bayer AG,REPEAT DOSE,TOX,CD1(ICR),ORAL,P15D,WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1930,,2011-06-09,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,8,"Borchen,Germany",HARLAN WINKELMANN,T0083207,Bayer AG,SUBACUTE,Subacute,BEAGLE,Oral by Gavage,P15D,PEG400,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1931,14,2011-02-14,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,4,"Borchen,Germany",HARLAN WINKELMANN,T1082407B,Bayer AG,REPEAT DOSE,TOX,BEAGLE,Oral by Gavage,P15D,WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1932,28,2011-04-04,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,32,"Lyon Cedex 02,France",MARSHALL,T1082542,Bayer AG,REPEAT DOSE,TOX,BEAGLE,Oral by Gavage,P29D,WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1933,273,2011-12-14,Y,Y,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,32,"Sulzfeld,Germany",CHARLES RIVER,T2083353,Bayer AG,REPEAT DOSE,TOX,BEAGLE,Oral by Gavage,P275D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1934,1,2011-11-18,N,N,GROUP HOUSED,INTRAVENOUS BOLUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,50,"AD Horst,Netherlands",HARLAN,T4082743,Bayer AG,SINGLE DOSE,TOX,WISTAR HAN,i.v. Short injection,"c(""P16D"", ""P6D"")",0.9% SALINE SOLUTION,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1935,14,2011-03-29,N,N,SINGLE HOUSED,DIETARY,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MOUSE,130,"Sulzfeld,Germany",CHARLES RIVER,T5082429,Bayer AG,REPEAT DOSE,TOX,CD1(ICR),Oral,"c(""P13D"", ""P15D"")",PROVIMIKLIBA3883.G4.S15,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1936,14,2011-03-25,N,N,GROUP HOUSED,DIETARY,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,76,"AD Horst,Netherlands",HARLAN,T7082430,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral,"c(""P12D"", ""P15D"")",PROVIMIKLIBA3883.G4.S15,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1937,14,2011-03-16,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,8,"Borchen,Germany",HARLAN WINKELMANN,T9082540,Bayer AG,REPEAT DOSE,TOX,BEAGLE,Oral by Gavage,P15D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
