USUBJID,STUDYID,DOSDUR,ROUTE,LBTEST,LBTESTCD,LBCAT,LBORRES,LBORRESU,LBMETHOD,LBSPEC,SEX,INITBW,BWORRESU,SPECIES,STRAIN,TRTV,START_YEAR,AGE,ANESTHETICS
T101767-2-0010,T101767-2,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,5.7,mmol/l,iBroker:K-ISE,SERUM,M,192,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0010,T101767-2,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3,mmol/l,iBroker:P,SERUM,M,192,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T102046-3-0001,T102046-3,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.75,mmol/l,iBroker:Ca,SERUM,M,211,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/air
T102046-3-0001,T102046-3,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,146,mmol/l,iBroker:Na-ISE,SERUM,M,211,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/air
T102046-3-0001,T102046-3,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.77,mmol/l,iBroker:P,SERUM,M,211,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/air
T102046-3-0001,T102046-3,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.6,mmol/l,iBroker:K-ISE,SERUM,M,211,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/air
T102046-3-0002,T102046-3,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.83,mmol/l,iBroker:Ca,SERUM,M,205,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/air
T102046-3-0002,T102046-3,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,146,mmol/l,iBroker:Na-ISE,SERUM,M,205,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/air
T102046-3-0002,T102046-3,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.2,mmol/l,iBroker:K-ISE,SERUM,M,205,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/air
T102046-3-0002,T102046-3,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.7,mmol/l,iBroker:P,SERUM,M,205,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/air
T102046-3-0003,T102046-3,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,147,mmol/l,iBroker:Na-ISE,SERUM,M,184,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/air
T102046-3-0003,T102046-3,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.3,mmol/l,iBroker:K-ISE,SERUM,M,184,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/air
T102046-3-0003,T102046-3,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.61,mmol/l,iBroker:P,SERUM,M,184,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/air
T102046-3-0003,T102046-3,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.8,mmol/l,iBroker:Ca,SERUM,M,184,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/air
T102046-3-0004,T102046-3,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.41,mmol/l,iBroker:P,SERUM,M,186,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/air
T102046-3-0004,T102046-3,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,147,mmol/l,iBroker:Na-ISE,SERUM,M,186,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/air
T102046-3-0004,T102046-3,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.86,mmol/l,iBroker:Ca,SERUM,M,186,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/air
T102046-3-0004,T102046-3,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.4,mmol/l,iBroker:K-ISE,SERUM,M,186,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/air
T102046-3-0005,T102046-3,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,5.5,mmol/l,iBroker:K-ISE,SERUM,M,192,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/air
T102046-3-0005,T102046-3,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,3.05,mmol/l,iBroker:Ca,SERUM,M,192,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/air
T102046-3-0005,T102046-3,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,148,mmol/l,iBroker:Na-ISE,SERUM,M,192,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/air
T102046-3-0005,T102046-3,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.52,mmol/l,iBroker:P,SERUM,M,192,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/air
T102046-3-0006,T102046-3,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.93,mmol/l,iBroker:P,SERUM,M,194,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/air
T102046-3-0006,T102046-3,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,148,mmol/l,iBroker:Na-ISE,SERUM,M,194,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/air
T102046-3-0006,T102046-3,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.6,mmol/l,iBroker:K-ISE,SERUM,M,194,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/air
T102046-3-0006,T102046-3,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,3.01,mmol/l,iBroker:Ca,SERUM,M,194,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/air
T102218-4-0001,T102218-4,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.81,mmol/l,iBroker:Ca,SERUM,M,218,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0001,T102218-4,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.73,mmol/l,iBroker:P,SERUM,M,218,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0001,T102218-4,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6,mmol/l,iBroker:K,SERUM,M,218,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0001,T102218-4,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,145,mmol/l,iBroker:Na,SERUM,M,218,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0002,T102218-4,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.62,mmol/l,iBroker:Ca,SERUM,M,191,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0002,T102218-4,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,144,mmol/l,iBroker:Na,SERUM,M,191,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0002,T102218-4,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,5.2,mmol/l,iBroker:K,SERUM,M,191,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0002,T102218-4,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.4,mmol/l,iBroker:P,SERUM,M,191,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0003,T102218-4,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.45,mmol/l,iBroker:P,SERUM,M,208,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0003,T102218-4,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,146,mmol/l,iBroker:Na,SERUM,M,208,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0003,T102218-4,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.88,mmol/l,iBroker:Ca,SERUM,M,208,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0003,T102218-4,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.2,mmol/l,iBroker:K,SERUM,M,208,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0004,T102218-4,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,144,mmol/l,iBroker:Na,SERUM,M,194,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0004,T102218-4,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.49,mmol/l,iBroker:P,SERUM,M,194,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0004,T102218-4,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,5.6,mmol/l,iBroker:K,SERUM,M,194,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0004,T102218-4,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.95,mmol/l,iBroker:Ca,SERUM,M,194,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0005,T102218-4,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,144,mmol/l,iBroker:Na,SERUM,M,189,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0005,T102218-4,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.8,mmol/l,iBroker:P,SERUM,M,189,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0005,T102218-4,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6,mmol/l,iBroker:K,SERUM,M,189,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0005,T102218-4,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.81,mmol/l,iBroker:Ca,SERUM,M,189,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0006,T102218-4,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.88,mmol/l,iBroker:Ca,SERUM,M,208,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0006,T102218-4,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,147,mmol/l,iBroker:Na,SERUM,M,208,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0006,T102218-4,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.86,mmol/l,iBroker:P,SERUM,M,208,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0006,T102218-4,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,5.5,mmol/l,iBroker:K,SERUM,M,208,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0007,T102218-4,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.64,mmol/l,iBroker:P,SERUM,M,193,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0007,T102218-4,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,143,mmol/l,iBroker:Na,SERUM,M,193,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0007,T102218-4,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,5.8,mmol/l,iBroker:K,SERUM,M,193,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0007,T102218-4,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,3.01,mmol/l,iBroker:Ca,SERUM,M,193,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0008,T102218-4,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.94,mmol/l,iBroker:Ca,SERUM,M,200,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0008,T102218-4,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,144,mmol/l,iBroker:Na,SERUM,M,200,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0008,T102218-4,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.2,mmol/l,iBroker:K,SERUM,M,200,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0008,T102218-4,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.02,mmol/l,iBroker:P,SERUM,M,200,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0009,T102218-4,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.49,mmol/l,iBroker:P,SERUM,M,224,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0009,T102218-4,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,143,mmol/l,iBroker:Na,SERUM,M,224,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0009,T102218-4,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,5.2,mmol/l,iBroker:K,SERUM,M,224,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0009,T102218-4,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.96,mmol/l,iBroker:Ca,SERUM,M,224,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0010,T102218-4,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,143,mmol/l,iBroker:Na,SERUM,M,193,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0010,T102218-4,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.48,mmol/l,iBroker:P,SERUM,M,193,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0010,T102218-4,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,5.2,mmol/l,iBroker:K,SERUM,M,193,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102218-4-0010,T102218-4,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.97,mmol/l,iBroker:Ca,SERUM,M,193,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2016,7,CO2/air
T102609-8-0001,T102609-8,4 week,ORAL GAVAGE,Calcium,CA,CLINICAL CHEMISTRY,2.73,mmol/l,iBroker:Ca,SERUM,M,200,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0001,T102609-8,4 week,ORAL GAVAGE,Potassium,K,CLINICAL CHEMISTRY,5.1,mmol/l,iBroker:K,SERUM,M,200,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0001,T102609-8,4 week,ORAL GAVAGE,Sodium,SODIUM,CLINICAL CHEMISTRY,147,mmol/l,iBroker:Na,SERUM,M,200,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0001,T102609-8,4 week,ORAL GAVAGE,Phosphate,PHOS,CLINICAL CHEMISTRY,2.54,mmol/l,iBroker:P,SERUM,M,200,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0002,T102609-8,4 week,ORAL GAVAGE,Phosphate,PHOS,CLINICAL CHEMISTRY,2.69,mmol/l,iBroker:P,SERUM,M,208,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0002,T102609-8,4 week,ORAL GAVAGE,Sodium,SODIUM,CLINICAL CHEMISTRY,147,mmol/l,iBroker:Na,SERUM,M,208,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0002,T102609-8,4 week,ORAL GAVAGE,Potassium,K,CLINICAL CHEMISTRY,5.6,mmol/l,iBroker:K,SERUM,M,208,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0002,T102609-8,4 week,ORAL GAVAGE,Calcium,CA,CLINICAL CHEMISTRY,2.77,mmol/l,iBroker:Ca,SERUM,M,208,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0003,T102609-8,4 week,ORAL GAVAGE,Potassium,K,CLINICAL CHEMISTRY,5.6,mmol/l,iBroker:K,SERUM,M,219,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0003,T102609-8,4 week,ORAL GAVAGE,Sodium,SODIUM,CLINICAL CHEMISTRY,145,mmol/l,iBroker:Na,SERUM,M,219,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0003,T102609-8,4 week,ORAL GAVAGE,Calcium,CA,CLINICAL CHEMISTRY,2.83,mmol/l,iBroker:Ca,SERUM,M,219,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0003,T102609-8,4 week,ORAL GAVAGE,Phosphate,PHOS,CLINICAL CHEMISTRY,3.08,mmol/l,iBroker:P,SERUM,M,219,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0004,T102609-8,4 week,ORAL GAVAGE,Phosphate,PHOS,CLINICAL CHEMISTRY,2.57,mmol/l,iBroker:P,SERUM,M,228,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0004,T102609-8,4 week,ORAL GAVAGE,Potassium,K,CLINICAL CHEMISTRY,6.1,mmol/l,iBroker:K,SERUM,M,228,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0004,T102609-8,4 week,ORAL GAVAGE,Sodium,SODIUM,CLINICAL CHEMISTRY,146,mmol/l,iBroker:Na,SERUM,M,228,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0004,T102609-8,4 week,ORAL GAVAGE,Calcium,CA,CLINICAL CHEMISTRY,2.82,mmol/l,iBroker:Ca,SERUM,M,228,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0005,T102609-8,4 week,ORAL GAVAGE,Potassium,K,CLINICAL CHEMISTRY,5.5,mmol/l,iBroker:K,SERUM,M,225,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0005,T102609-8,4 week,ORAL GAVAGE,Phosphate,PHOS,CLINICAL CHEMISTRY,2.98,mmol/l,iBroker:P,SERUM,M,225,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0005,T102609-8,4 week,ORAL GAVAGE,Sodium,SODIUM,CLINICAL CHEMISTRY,146,mmol/l,iBroker:Na,SERUM,M,225,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0005,T102609-8,4 week,ORAL GAVAGE,Calcium,CA,CLINICAL CHEMISTRY,2.78,mmol/l,iBroker:Ca,SERUM,M,225,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0006,T102609-8,4 week,ORAL GAVAGE,Sodium,SODIUM,CLINICAL CHEMISTRY,145,mmol/l,iBroker:Na,SERUM,M,225,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0006,T102609-8,4 week,ORAL GAVAGE,Calcium,CA,CLINICAL CHEMISTRY,2.7,mmol/l,iBroker:Ca,SERUM,M,225,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0006,T102609-8,4 week,ORAL GAVAGE,Potassium,K,CLINICAL CHEMISTRY,5.7,mmol/l,iBroker:K,SERUM,M,225,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0006,T102609-8,4 week,ORAL GAVAGE,Phosphate,PHOS,CLINICAL CHEMISTRY,2.61,mmol/l,iBroker:P,SERUM,M,225,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0007,T102609-8,4 week,ORAL GAVAGE,Calcium,CA,CLINICAL CHEMISTRY,2.88,mmol/l,iBroker:Ca,SERUM,M,217,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0007,T102609-8,4 week,ORAL GAVAGE,Potassium,K,CLINICAL CHEMISTRY,6.4,mmol/l,iBroker:K,SERUM,M,217,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0007,T102609-8,4 week,ORAL GAVAGE,Sodium,SODIUM,CLINICAL CHEMISTRY,144,mmol/l,iBroker:Na,SERUM,M,217,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0007,T102609-8,4 week,ORAL GAVAGE,Phosphate,PHOS,CLINICAL CHEMISTRY,2.86,mmol/l,iBroker:P,SERUM,M,217,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0008,T102609-8,4 week,ORAL GAVAGE,Sodium,SODIUM,CLINICAL CHEMISTRY,147,mmol/l,iBroker:Na,SERUM,M,217,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0008,T102609-8,4 week,ORAL GAVAGE,Potassium,K,CLINICAL CHEMISTRY,7.1,mmol/l,iBroker:K,SERUM,M,217,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0008,T102609-8,4 week,ORAL GAVAGE,Calcium,CA,CLINICAL CHEMISTRY,2.77,mmol/l,iBroker:Ca,SERUM,M,217,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0008,T102609-8,4 week,ORAL GAVAGE,Phosphate,PHOS,CLINICAL CHEMISTRY,3.3,mmol/l,iBroker:P,SERUM,M,217,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0009,T102609-8,4 week,ORAL GAVAGE,Sodium,SODIUM,CLINICAL CHEMISTRY,147,mmol/l,iBroker:Na,SERUM,M,215,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0009,T102609-8,4 week,ORAL GAVAGE,Calcium,CA,CLINICAL CHEMISTRY,2.9,mmol/l,iBroker:Ca,SERUM,M,215,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0009,T102609-8,4 week,ORAL GAVAGE,Phosphate,PHOS,CLINICAL CHEMISTRY,2.47,mmol/l,iBroker:P,SERUM,M,215,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0009,T102609-8,4 week,ORAL GAVAGE,Potassium,K,CLINICAL CHEMISTRY,6.6,mmol/l,iBroker:K,SERUM,M,215,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
T102609-8-0010,T102609-8,4 week,ORAL GAVAGE,Sodium,SODIUM,CLINICAL CHEMISTRY,146,mmol/l,iBroker:Na,SERUM,M,210,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2016,8,CO2/O2
