SPREFID,USUBJID,BWORRES,BWORRESU,BWDY,trial_set_description,SEX
T105017-4,T105017-4-0016,309,g,25,Dose group 1,M
T105017-4,T105017-4-0016,256,g,6,Dose group 1,M
T105017-4,T105017-4-0016,287,g,15,Dose group 1,M
T105017-4,T105017-4-0016,230,g,2,Dose group 1,M
T105017-4,T105017-4-0016,277,g,11,Dose group 1,M
T105017-4,T105017-4-0016,304,g,20,Dose group 1,M
T105017-4,T105017-4-0016,311,g,26,Dose group 1,M
T105017-4,T105017-4-0016,260,g,7,Dose group 1,M
T105017-4,T105017-4-0016,292,g,16,Dose group 1,M
T105017-4,T105017-4-0031,285,g,16,Dose group 2,M
T105017-4,T105017-4-0031,291,g,20,Dose group 2,M
T105017-4,T105017-4-0031,270,g,12,Dose group 2,M
T105017-4,T105017-4-0031,300,g,27,Dose group 2,M
T105017-4,T105017-4-0031,225,g,3,Dose group 2,M
T105017-4,T105017-4-0031,295,g,21,Dose group 2,M
T105017-4,T105017-4-0031,250,g,8,Dose group 2,M
T105017-4,T105017-4-0031,283,g,17,Dose group 2,M
T105017-4,T105017-4-0031,306,g,28,Dose group 2,M
T105017-4,T105017-4-0031,286,g,22,Dose group 2,M
T105017-4,T105017-4-0031,316,g,29,Dose group 2,M
T105017-4,T105017-4-0031,171,g,-6,Dose group 2,M
T105017-4,T105017-4-0031,226,g,4,Dose group 2,M
T105017-4,T105017-4-0031,271,g,13,Dose group 2,M
T105017-4,T105017-4-0031,292,g,23,Dose group 2,M
T105017-4,T105017-4-0031,249,g,9,Dose group 2,M
T105017-4,T105017-4-0031,288,g,18,Dose group 2,M
T105017-4,T105017-4-0031,231,g,5,Dose group 2,M
T105017-4,T105017-4-0031,277,g,14,Dose group 2,M
T105017-4,T105017-4-0031,294,g,24,Dose group 2,M
T105017-4,T105017-4-0031,213,g,1,Dose group 2,M
T105017-4,T105017-4-0031,259,g,10,Dose group 2,M
T105017-4,T105017-4-0031,294,g,19,Dose group 2,M
T105017-4,T105017-4-0031,296,g,25,Dose group 2,M
T105017-4,T105017-4-0031,240,g,6,Dose group 2,M
T105017-4,T105017-4-0031,277,g,15,Dose group 2,M
T105017-4,T105017-4-0031,214,g,2,Dose group 2,M
T105017-4,T105017-4-0031,299,g,26,Dose group 2,M
T105017-4,T105017-4-0031,264,g,11,Dose group 2,M
T105017-4,T105017-4-0031,246,g,7,Dose group 2,M
T105017-4,T105017-4-0052,211,g,7,Dose group 3,M
T105017-4,T105017-4-0052,234,g,20,Dose group 3,M
T105017-4,T105017-4-0052,199,g,3,Dose group 3,M
T105017-4,T105017-4-0052,228,g,16,Dose group 3,M
T105017-4,T105017-4-0052,241,g,27,Dose group 3,M
T105017-4,T105017-4-0052,219,g,12,Dose group 3,M
T105017-4,T105017-4-0052,233,g,21,Dose group 3,M
T105017-4,T105017-4-0052,217,g,8,Dose group 3,M
T105017-4,T105017-4-0052,228,g,17,Dose group 3,M
T105017-4,T105017-4-0052,237,g,28,Dose group 3,M
T105017-4,T105017-4-0052,231,g,22,Dose group 3,M
T105017-4,T105017-4-0052,245,g,29,Dose group 3,M
T105017-4,T105017-4-0052,164,g,-6,Dose group 3,M
T105017-4,T105017-4-0052,203,g,4,Dose group 3,M
T105017-4,T105017-4-0052,221,g,13,Dose group 3,M
T105017-4,T105017-4-0052,229,g,23,Dose group 3,M
T105017-4,T105017-4-0052,213,g,9,Dose group 3,M
T105017-4,T105017-4-0052,231,g,18,Dose group 3,M
T105017-4,T105017-4-0052,204,g,5,Dose group 3,M
T105017-4,T105017-4-0052,221,g,14,Dose group 3,M
T105017-4,T105017-4-0052,235,g,24,Dose group 3,M
T105017-4,T105017-4-0052,197,g,1,Dose group 3,M
T105017-4,T105017-4-0052,214,g,10,Dose group 3,M
T105017-4,T105017-4-0052,236,g,19,Dose group 3,M
T105017-4,T105017-4-0052,235,g,25,Dose group 3,M
T105017-4,T105017-4-0052,209,g,6,Dose group 3,M
T105017-4,T105017-4-0052,228,g,15,Dose group 3,M
T105017-4,T105017-4-0052,195,g,2,Dose group 3,M
T105017-4,T105017-4-0052,238,g,26,Dose group 3,M
T105017-4,T105017-4-0052,215,g,11,Dose group 3,M
T105017-4,T105017-4-0036,209,g,3,Dose group 2,M
T105017-4,T105017-4-0036,275,g,16,Dose group 2,M
T105017-4,T105017-4-0036,286,g,20,Dose group 2,M
T105017-4,T105017-4-0036,259,g,12,Dose group 2,M
T105017-4,T105017-4-0036,292,g,27,Dose group 2,M
T105017-4,T105017-4-0036,286,g,21,Dose group 2,M
T105017-4,T105017-4-0036,240,g,8,Dose group 2,M
T105017-4,T105017-4-0036,299,g,28,Dose group 2,M
T105017-4,T105017-4-0036,277,g,17,Dose group 2,M
T105017-4,T105017-4-0036,278,g,22,Dose group 2,M
T105017-4,T105017-4-0036,215,g,4,Dose group 2,M
T105017-4,T105017-4-0036,261,g,13,Dose group 2,M
T105017-4,T105017-4-0036,305,g,29,Dose group 2,M
T105017-4,T105017-4-0036,163,g,-6,Dose group 2,M
T105017-4,T105017-4-0036,243,g,9,Dose group 2,M
T105017-4,T105017-4-0036,282,g,18,Dose group 2,M
T105017-4,T105017-4-0036,287,g,23,Dose group 2,M
T105017-4,T105017-4-0036,221,g,5,Dose group 2,M
T105017-4,T105017-4-0036,267,g,14,Dose group 2,M
T105017-4,T105017-4-0036,290,g,24,Dose group 2,M
T105017-4,T105017-4-0036,249,g,10,Dose group 2,M
T105017-4,T105017-4-0036,287,g,19,Dose group 2,M
T105017-4,T105017-4-0036,200,g,1,Dose group 2,M
T105017-4,T105017-4-0036,289,g,25,Dose group 2,M
T105017-4,T105017-4-0036,229,g,6,Dose group 2,M
T105017-4,T105017-4-0036,271,g,15,Dose group 2,M
T105017-4,T105017-4-0036,203,g,2,Dose group 2,M
T105017-4,T105017-4-0036,291,g,26,Dose group 2,M
T105017-4,T105017-4-0036,254,g,11,Dose group 2,M
T105017-4,T105017-4-0036,233,g,7,Dose group 2,M
T105017-4,T105017-4-0070,193,g,3,Control,F
T105017-4,T105017-4-0070,214,g,12,Control,F
T105017-4,T105017-4-0070,235,g,27,Control,F
T105017-4,T105017-4-0070,231,g,21,Control,F
T105017-4,T105017-4-0070,204,g,8,Control,F
T105017-4,T105017-4-0070,221,g,17,Control,F
T105017-4,T105017-4-0070,238,g,28,Control,F
T105017-4,T105017-4-0070,199,g,4,Control,F
T105017-4,T105017-4-0070,220,g,22,Control,F
T105017-4,T105017-4-0070,216,g,13,Control,F
T105017-4,T105017-4-0070,207,g,9,Control,F
T105017-4,T105017-4-0070,214,g,18,Control,F
T105017-4,T105017-4-0070,238,g,29,Control,F
T105017-4,T105017-4-0070,221,g,23,Control,F
T105017-4,T105017-4-0070,232,g,30,Control,F
T105017-4,T105017-4-0070,172,g,-6,Control,F
T105017-4,T105017-4-0070,201,g,5,Control,F
T105017-4,T105017-4-0070,211,g,14,Control,F
T105017-4,T105017-4-0070,227,g,24,Control,F
T105017-4,T105017-4-0070,196,g,1,Control,F
T105017-4,T105017-4-0070,200,g,10,Control,F
T105017-4,T105017-4-0070,223,g,19,Control,F
T105017-4,T105017-4-0070,229,g,25,Control,F
T105017-4,T105017-4-0070,193,g,6,Control,F
T105017-4,T105017-4-0070,216,g,15,Control,F
T105017-4,T105017-4-0070,188,g,2,Control,F
T105017-4,T105017-4-0070,209,g,11,Control,F
T105017-4,T105017-4-0070,227,g,20,Control,F
T105017-4,T105017-4-0070,227,g,26,Control,F
T105017-4,T105017-4-0070,204,g,7,Control,F
T105017-4,T105017-4-0070,215,g,16,Control,F
T105017-4,T105017-4-0021,230,g,3,Dose group 1,M
T105017-4,T105017-4-0021,340,g,27,Dose group 1,M
T105017-4,T105017-4-0021,280,g,12,Dose group 1,M
T105017-4,T105017-4-0021,319,g,21,Dose group 1,M
T105017-4,T105017-4-0021,304,g,17,Dose group 1,M
T105017-4,T105017-4-0021,341,g,28,Dose group 1,M
T105017-4,T105017-4-0021,262,g,8,Dose group 1,M
T105017-4,T105017-4-0021,235,g,4,Dose group 1,M
T105017-4,T105017-4-0021,286,g,13,Dose group 1,M
T105017-4,T105017-4-0021,306,g,22,Dose group 1,M
T105017-4,T105017-4-0021,175,g,-6,Dose group 1,M
T105017-4,T105017-4-0021,342,g,29,Dose group 1,M
T105017-4,T105017-4-0021,266,g,9,Dose group 1,M
T105017-4,T105017-4-0021,313,g,18,Dose group 1,M
T105017-4,T105017-4-0021,328,g,23,Dose group 1,M
T105017-4,T105017-4-0021,240,g,5,Dose group 1,M
T105017-4,T105017-4-0021,292,g,14,Dose group 1,M
T105017-4,T105017-4-0021,274,g,10,Dose group 1,M
T105017-4,T105017-4-0021,326,g,24,Dose group 1,M
T105017-4,T105017-4-0021,216,g,1,Dose group 1,M
T105017-4,T105017-4-0021,315,g,19,Dose group 1,M
T105017-4,T105017-4-0021,250,g,6,Dose group 1,M
T105017-4,T105017-4-0021,323,g,25,Dose group 1,M
T105017-4,T105017-4-0021,226,g,2,Dose group 1,M
T105017-4,T105017-4-0021,300,g,15,Dose group 1,M
T105017-4,T105017-4-0021,279,g,11,Dose group 1,M
T105017-4,T105017-4-0021,334,g,26,Dose group 1,M
T105017-4,T105017-4-0021,315,g,20,Dose group 1,M
T105017-4,T105017-4-0021,256,g,7,Dose group 1,M
T105017-4,T105017-4-0021,302,g,16,Dose group 1,M
T105017-4,T105017-4-0023,227,g,3,Dose group 1,M
T105017-4,T105017-4-0023,266,g,12,Dose group 1,M
T105017-4,T105017-4-0023,312,g,27,Dose group 1,M
T105017-4,T105017-4-0023,283,g,17,Dose group 1,M
T105017-4,T105017-4-0023,296,g,21,Dose group 1,M
T105017-4,T105017-4-0023,250,g,8,Dose group 1,M
T105017-4,T105017-4-0023,311,g,28,Dose group 1,M
T105017-4,T105017-4-0023,232,g,4,Dose group 1,M
T105017-4,T105017-4-0023,270,g,13,Dose group 1,M
T105017-4,T105017-4-0023,290,g,22,Dose group 1,M
T105017-4,T105017-4-0023,183,g,-6,Dose group 1,M
T105017-4,T105017-4-0023,314,g,29,Dose group 1,M
T105017-4,T105017-4-0023,257,g,9,Dose group 1,M
T105017-4,T105017-4-0023,286,g,18,Dose group 1,M
T105017-4,T105017-4-0023,298,g,23,Dose group 1,M
T105017-4,T105017-4-0023,236,g,5,Dose group 1,M
T105017-4,T105017-4-0023,274,g,14,Dose group 1,M
T105017-4,T105017-4-0023,261,g,10,Dose group 1,M
T105017-4,T105017-4-0023,298,g,24,Dose group 1,M
T105017-4,T105017-4-0023,217,g,1,Dose group 1,M
T105017-4,T105017-4-0023,290,g,19,Dose group 1,M
T105017-4,T105017-4-0023,243,g,6,Dose group 1,M
T105017-4,T105017-4-0023,303,g,25,Dose group 1,M
T105017-4,T105017-4-0023,275,g,15,Dose group 1,M
T105017-4,T105017-4-0023,220,g,2,Dose group 1,M
T105017-4,T105017-4-0023,262,g,11,Dose group 1,M
T105017-4,T105017-4-0023,304,g,26,Dose group 1,M
T105017-4,T105017-4-0023,293,g,20,Dose group 1,M
T105017-4,T105017-4-0023,247,g,7,Dose group 1,M
T105017-4,T105017-4-0023,276,g,16,Dose group 1,M
T105017-4,T105017-4-0032,296,g,16,Dose group 2,M
T105017-4,T105017-4-0032,309,g,20,Dose group 2,M
T105017-4,T105017-4-0032,282,g,12,Dose group 2,M
T105017-4,T105017-4-0032,321,g,27,Dose group 2,M
T105017-4,T105017-4-0032,234,g,3,Dose group 2,M
T105017-4,T105017-4-0032,311,g,21,Dose group 2,M
T105017-4,T105017-4-0032,263,g,8,Dose group 2,M
T105017-4,T105017-4-0032,299,g,17,Dose group 2,M
T105017-4,T105017-4-0032,328,g,28,Dose group 2,M
T105017-4,T105017-4-0032,307,g,22,Dose group 2,M
T105017-4,T105017-4-0032,334,g,29,Dose group 2,M
T105017-4,T105017-4-0032,184,g,-6,Dose group 2,M
T105017-4,T105017-4-0032,238,g,4,Dose group 2,M
T105017-4,T105017-4-0032,287,g,13,Dose group 2,M
T105017-4,T105017-4-0032,313,g,23,Dose group 2,M
T105017-4,T105017-4-0032,270,g,9,Dose group 2,M
T105017-4,T105017-4-0032,308,g,18,Dose group 2,M
T105017-4,T105017-4-0032,244,g,5,Dose group 2,M
T105017-4,T105017-4-0032,294,g,14,Dose group 2,M
T105017-4,T105017-4-0032,316,g,24,Dose group 2,M
T105017-4,T105017-4-0032,222,g,1,Dose group 2,M
T105017-4,T105017-4-0032,274,g,10,Dose group 2,M
T105017-4,T105017-4-0032,314,g,19,Dose group 2,M
T105017-4,T105017-4-0032,315,g,25,Dose group 2,M
T105017-4,T105017-4-0032,255,g,6,Dose group 2,M
T105017-4,T105017-4-0032,295,g,15,Dose group 2,M
T105017-4,T105017-4-0032,226,g,2,Dose group 2,M
T105017-4,T105017-4-0032,320,g,26,Dose group 2,M
T105017-4,T105017-4-0032,282,g,11,Dose group 2,M
T105017-4,T105017-4-0032,260,g,7,Dose group 2,M
T105017-4,T105017-4-0047,235,g,7,Dose group 3,M
T105017-4,T105017-4-0047,278,g,20,Dose group 3,M
T105017-4,T105017-4-0047,263,g,16,Dose group 3,M
T105017-4,T105017-4-0047,287,g,27,Dose group 3,M
T105017-4,T105017-4-0047,217,g,3,Dose group 3,M
T105017-4,T105017-4-0047,255,g,12,Dose group 3,M
T105017-4,T105017-4-0047,278,g,21,Dose group 3,M
T105017-4,T105017-4-0047,287,g,28,Dose group 3,M
T105017-4,T105017-4-0047,240,g,8,Dose group 3,M
T105017-4,T105017-4-0047,264,g,17,Dose group 3,M
T105017-4,T105017-4-0047,175,g,-6,Dose group 3,M
T105017-4,T105017-4-0047,271,g,22,Dose group 3,M
T105017-4,T105017-4-0047,295,g,29,Dose group 3,M
T105017-4,T105017-4-0047,217,g,4,Dose group 3,M
T105017-4,T105017-4-0047,254,g,13,Dose group 3,M
T105017-4,T105017-4-0047,274,g,23,Dose group 3,M
T105017-4,T105017-4-0047,239,g,9,Dose group 3,M
T105017-4,T105017-4-0047,271,g,18,Dose group 3,M
T105017-4,T105017-4-0047,226,g,5,Dose group 3,M
T105017-4,T105017-4-0047,258,g,14,Dose group 3,M
T105017-4,T105017-4-0047,280,g,24,Dose group 3,M
T105017-4,T105017-4-0047,215,g,1,Dose group 3,M
T105017-4,T105017-4-0047,243,g,10,Dose group 3,M
T105017-4,T105017-4-0047,276,g,19,Dose group 3,M
T105017-4,T105017-4-0047,281,g,25,Dose group 3,M
T105017-4,T105017-4-0047,213,g,2,Dose group 3,M
T105017-4,T105017-4-0047,231,g,6,Dose group 3,M
T105017-4,T105017-4-0047,263,g,15,Dose group 3,M
T105017-4,T105017-4-0047,283,g,26,Dose group 3,M
T105017-4,T105017-4-0047,251,g,11,Dose group 3,M
T105017-4,T105017-4-0049,223,g,7,Dose group 3,M
T105017-4,T105017-4-0049,271,g,20,Dose group 3,M
T105017-4,T105017-4-0049,258,g,16,Dose group 3,M
T105017-4,T105017-4-0049,283,g,27,Dose group 3,M
T105017-4,T105017-4-0049,206,g,3,Dose group 3,M
T105017-4,T105017-4-0049,243,g,12,Dose group 3,M
T105017-4,T105017-4-0049,274,g,21,Dose group 3,M
T105017-4,T105017-4-0049,285,g,28,Dose group 3,M
T105017-4,T105017-4-0049,230,g,8,Dose group 3,M
T105017-4,T105017-4-0049,261,g,17,Dose group 3,M
T105017-4,T105017-4-0049,161,g,-6,Dose group 3,M
T105017-4,T105017-4-0049,266,g,22,Dose group 3,M
T105017-4,T105017-4-0049,291,g,29,Dose group 3,M
T105017-4,T105017-4-0049,209,g,4,Dose group 3,M
T105017-4,T105017-4-0049,248,g,13,Dose group 3,M
T105017-4,T105017-4-0049,271,g,23,Dose group 3,M
T105017-4,T105017-4-0049,233,g,9,Dose group 3,M
T105017-4,T105017-4-0049,265,g,18,Dose group 3,M
T105017-4,T105017-4-0049,213,g,5,Dose group 3,M
T105017-4,T105017-4-0049,253,g,14,Dose group 3,M
T105017-4,T105017-4-0049,277,g,24,Dose group 3,M
T105017-4,T105017-4-0049,199,g,1,Dose group 3,M
T105017-4,T105017-4-0049,236,g,10,Dose group 3,M
T105017-4,T105017-4-0049,271,g,19,Dose group 3,M
T105017-4,T105017-4-0049,278,g,25,Dose group 3,M
T105017-4,T105017-4-0049,218,g,6,Dose group 3,M
T105017-4,T105017-4-0049,257,g,15,Dose group 3,M
T105017-4,T105017-4-0049,199,g,2,Dose group 3,M
T105017-4,T105017-4-0049,281,g,26,Dose group 3,M
T105017-4,T105017-4-0049,240,g,11,Dose group 3,M
T105017-4,T105017-4-0051,237,g,7,Dose group 3,M
T105017-4,T105017-4-0051,288,g,20,Dose group 3,M
T105017-4,T105017-4-0051,218,g,3,Dose group 3,M
T105017-4,T105017-4-0051,273,g,16,Dose group 3,M
T105017-4,T105017-4-0051,304,g,27,Dose group 3,M
T105017-4,T105017-4-0051,258,g,12,Dose group 3,M
T105017-4,T105017-4-0051,292,g,21,Dose group 3,M
T105017-4,T105017-4-0051,247,g,8,Dose group 3,M
T105017-4,T105017-4-0051,279,g,17,Dose group 3,M
T105017-4,T105017-4-0051,301,g,28,Dose group 3,M
T105017-4,T105017-4-0051,282,g,22,Dose group 3,M
T105017-4,T105017-4-0051,304,g,29,Dose group 3,M
T105017-4,T105017-4-0051,179,g,-6,Dose group 3,M
T105017-4,T105017-4-0051,225,g,4,Dose group 3,M
T105017-4,T105017-4-0051,264,g,13,Dose group 3,M
T105017-4,T105017-4-0051,287,g,23,Dose group 3,M
T105017-4,T105017-4-0051,247,g,9,Dose group 3,M
T105017-4,T105017-4-0051,278,g,18,Dose group 3,M
T105017-4,T105017-4-0051,230,g,5,Dose group 3,M
T105017-4,T105017-4-0051,265,g,14,Dose group 3,M
T105017-4,T105017-4-0051,289,g,24,Dose group 3,M
T105017-4,T105017-4-0051,214,g,1,Dose group 3,M
T105017-4,T105017-4-0051,248,g,10,Dose group 3,M
T105017-4,T105017-4-0051,281,g,19,Dose group 3,M
T105017-4,T105017-4-0051,292,g,25,Dose group 3,M
T105017-4,T105017-4-0051,233,g,6,Dose group 3,M
T105017-4,T105017-4-0051,274,g,15,Dose group 3,M
T105017-4,T105017-4-0051,213,g,2,Dose group 3,M
T105017-4,T105017-4-0051,295,g,26,Dose group 3,M
T105017-4,T105017-4-0051,249,g,11,Dose group 3,M
T105017-4,T105017-4-0077,228,g,27,Dose group 1,F
T105017-4,T105017-4-0077,208,g,12,Dose group 1,F
T105017-4,T105017-4-0077,184,g,3,Dose group 1,F
T105017-4,T105017-4-0077,217,g,17,Dose group 1,F
T105017-4,T105017-4-0077,225,g,21,Dose group 1,F
T105017-4,T105017-4-0077,199,g,8,Dose group 1,F
T105017-4,T105017-4-0077,228,g,28,Dose group 1,F
T105017-4,T105017-4-0077,189,g,4,Dose group 1,F
T105017-4,T105017-4-0077,222,g,22,Dose group 1,F
T105017-4,T105017-4-0077,212,g,13,Dose group 1,F
T105017-4,T105017-4-0077,235,g,29,Dose group 1,F
T105017-4,T105017-4-0077,201,g,9,Dose group 1,F
T105017-4,T105017-4-0077,222,g,18,Dose group 1,F
T105017-4,T105017-4-0077,213,g,23,Dose group 1,F
T105017-4,T105017-4-0077,171,g,-6,Dose group 1,F
T105017-4,T105017-4-0077,194,g,5,Dose group 1,F
T105017-4,T105017-4-0077,211,g,14,Dose group 1,F
T105017-4,T105017-4-0077,224,g,24,Dose group 1,F
T105017-4,T105017-4-0077,184,g,1,Dose group 1,F
T105017-4,T105017-4-0077,201,g,10,Dose group 1,F
T105017-4,T105017-4-0077,211,g,19,Dose group 1,F
T105017-4,T105017-4-0077,193,g,6,Dose group 1,F
T105017-4,T105017-4-0077,227,g,25,Dose group 1,F
T105017-4,T105017-4-0077,209,g,15,Dose group 1,F
T105017-4,T105017-4-0077,186,g,2,Dose group 1,F
T105017-4,T105017-4-0077,199,g,11,Dose group 1,F
T105017-4,T105017-4-0077,222,g,26,Dose group 1,F
T105017-4,T105017-4-0077,222,g,20,Dose group 1,F
T105017-4,T105017-4-0077,191,g,7,Dose group 1,F
T105017-4,T105017-4-0077,215,g,16,Dose group 1,F
T105017-4,T105017-4-0098,187,g,7,Dose group 2,F
T105017-4,T105017-4-0098,199,g,16,Dose group 2,F
T105017-4,T105017-4-0098,212,g,20,Dose group 2,F
T105017-4,T105017-4-0098,175,g,3,Dose group 2,F
T105017-4,T105017-4-0098,220,g,27,Dose group 2,F
T105017-4,T105017-4-0098,194,g,12,Dose group 2,F
T105017-4,T105017-4-0098,207,g,21,Dose group 2,F
T105017-4,T105017-4-0098,189,g,8,Dose group 2,F
T105017-4,T105017-4-0098,218,g,28,Dose group 2,F
T105017-4,T105017-4-0098,198,g,17,Dose group 2,F
T105017-4,T105017-4-0098,177,g,4,Dose group 2,F
T105017-4,T105017-4-0098,213,g,22,Dose group 2,F
T105017-4,T105017-4-0098,191,g,13,Dose group 2,F
T105017-4,T105017-4-0098,216,g,29,Dose group 2,F
T105017-4,T105017-4-0098,183,g,9,Dose group 2,F
T105017-4,T105017-4-0098,201,g,18,Dose group 2,F
T105017-4,T105017-4-0098,208,g,23,Dose group 2,F
T105017-4,T105017-4-0098,221,g,30,Dose group 2,F
T105017-4,T105017-4-0098,161,g,-6,Dose group 2,F
T105017-4,T105017-4-0098,174,g,5,Dose group 2,F
T105017-4,T105017-4-0098,197,g,14,Dose group 2,F
T105017-4,T105017-4-0098,215,g,24,Dose group 2,F
T105017-4,T105017-4-0098,168,g,1,Dose group 2,F
T105017-4,T105017-4-0098,193,g,10,Dose group 2,F
T105017-4,T105017-4-0098,208,g,19,Dose group 2,F
T105017-4,T105017-4-0098,208,g,25,Dose group 2,F
T105017-4,T105017-4-0098,175,g,2,Dose group 2,F
T105017-4,T105017-4-0098,184,g,6,Dose group 2,F
T105017-4,T105017-4-0098,203,g,15,Dose group 2,F
T105017-4,T105017-4-0098,192,g,11,Dose group 2,F
T105017-4,T105017-4-0098,214,g,26,Dose group 2,F
T105017-4,T105017-4-0022,210,g,3,Dose group 1,M
T105017-4,T105017-4-0022,299,g,27,Dose group 1,M
T105017-4,T105017-4-0022,255,g,12,Dose group 1,M
T105017-4,T105017-4-0022,282,g,21,Dose group 1,M
T105017-4,T105017-4-0022,273,g,17,Dose group 1,M
T105017-4,T105017-4-0022,300,g,28,Dose group 1,M
T105017-4,T105017-4-0022,238,g,8,Dose group 1,M
T105017-4,T105017-4-0022,213,g,4,Dose group 1,M
T105017-4,T105017-4-0022,258,g,13,Dose group 1,M
T105017-4,T105017-4-0022,278,g,22,Dose group 1,M
T105017-4,T105017-4-0022,301,g,29,Dose group 1,M
T105017-4,T105017-4-0022,167,g,-6,Dose group 1,M
T105017-4,T105017-4-0022,239,g,9,Dose group 1,M
T105017-4,T105017-4-0022,276,g,18,Dose group 1,M
T105017-4,T105017-4-0022,287,g,23,Dose group 1,M
T105017-4,T105017-4-0022,220,g,5,Dose group 1,M
T105017-4,T105017-4-0022,263,g,14,Dose group 1,M
T105017-4,T105017-4-0022,243,g,10,Dose group 1,M
T105017-4,T105017-4-0022,287,g,24,Dose group 1,M
T105017-4,T105017-4-0022,202,g,1,Dose group 1,M
T105017-4,T105017-4-0022,282,g,19,Dose group 1,M
T105017-4,T105017-4-0022,230,g,6,Dose group 1,M
T105017-4,T105017-4-0022,289,g,25,Dose group 1,M
T105017-4,T105017-4-0022,204,g,2,Dose group 1,M
T105017-4,T105017-4-0022,269,g,15,Dose group 1,M
T105017-4,T105017-4-0022,251,g,11,Dose group 1,M
T105017-4,T105017-4-0022,295,g,26,Dose group 1,M
T105017-4,T105017-4-0022,281,g,20,Dose group 1,M
T105017-4,T105017-4-0022,233,g,7,Dose group 1,M
T105017-4,T105017-4-0022,269,g,16,Dose group 1,M
T105017-4,T105017-4-0080,170,g,3,Dose group 1,F
T105017-4,T105017-4-0080,198,g,27,Dose group 1,F
T105017-4,T105017-4-0080,187,g,12,Dose group 1,F
T105017-4,T105017-4-0080,198,g,21,Dose group 1,F
T105017-4,T105017-4-0080,181,g,8,Dose group 1,F
T105017-4,T105017-4-0080,192,g,17,Dose group 1,F
T105017-4,T105017-4-0080,200,g,28,Dose group 1,F
T105017-4,T105017-4-0080,176,g,4,Dose group 1,F
T105017-4,T105017-4-0080,196,g,22,Dose group 1,F
T105017-4,T105017-4-0080,186,g,13,Dose group 1,F
T105017-4,T105017-4-0080,201,g,29,Dose group 1,F
T105017-4,T105017-4-0080,185,g,9,Dose group 1,F
T105017-4,T105017-4-0080,188,g,18,Dose group 1,F
T105017-4,T105017-4-0080,191,g,23,Dose group 1,F
T105017-4,T105017-4-0080,154,g,-6,Dose group 1,F
T105017-4,T105017-4-0080,197,g,30,Dose group 1,F
T105017-4,T105017-4-0080,171,g,5,Dose group 1,F
T105017-4,T105017-4-0080,185,g,14,Dose group 1,F
T105017-4,T105017-4-0080,193,g,24,Dose group 1,F
T105017-4,T105017-4-0080,169,g,1,Dose group 1,F
T105017-4,T105017-4-0080,175,g,10,Dose group 1,F
T105017-4,T105017-4-0080,197,g,19,Dose group 1,F
T105017-4,T105017-4-0080,195,g,25,Dose group 1,F
T105017-4,T105017-4-0080,172,g,6,Dose group 1,F
T105017-4,T105017-4-0080,194,g,15,Dose group 1,F
T105017-4,T105017-4-0080,167,g,2,Dose group 1,F
T105017-4,T105017-4-0080,194,g,26,Dose group 1,F
T105017-4,T105017-4-0080,183,g,11,Dose group 1,F
T105017-4,T105017-4-0080,200,g,20,Dose group 1,F
T105017-4,T105017-4-0080,179,g,7,Dose group 1,F
T105017-4,T105017-4-0080,194,g,16,Dose group 1,F
T105017-4,T105017-4-0082,183,g,3,Dose group 1,F
T105017-4,T105017-4-0082,219,g,27,Dose group 1,F
T105017-4,T105017-4-0082,200,g,12,Dose group 1,F
T105017-4,T105017-4-0082,206,g,21,Dose group 1,F
T105017-4,T105017-4-0082,195,g,8,Dose group 1,F
T105017-4,T105017-4-0082,203,g,17,Dose group 1,F
T105017-4,T105017-4-0082,215,g,28,Dose group 1,F
T105017-4,T105017-4-0082,182,g,4,Dose group 1,F
T105017-4,T105017-4-0082,211,g,22,Dose group 1,F
T105017-4,T105017-4-0082,189,g,13,Dose group 1,F
T105017-4,T105017-4-0082,211,g,29,Dose group 1,F
T105017-4,T105017-4-0082,181,g,9,Dose group 1,F
T105017-4,T105017-4-0082,206,g,23,Dose group 1,F
T105017-4,T105017-4-0082,213,g,18,Dose group 1,F
T105017-4,T105017-4-0082,219,g,30,Dose group 1,F
T105017-4,T105017-4-0082,162,g,-6,Dose group 1,F
T105017-4,T105017-4-0082,174,g,5,Dose group 1,F
T105017-4,T105017-4-0082,205,g,14,Dose group 1,F
T105017-4,T105017-4-0082,212,g,24,Dose group 1,F
T105017-4,T105017-4-0082,170,g,1,Dose group 1,F
T105017-4,T105017-4-0082,196,g,10,Dose group 1,F
T105017-4,T105017-4-0082,213,g,19,Dose group 1,F
T105017-4,T105017-4-0082,204,g,25,Dose group 1,F
T105017-4,T105017-4-0082,192,g,6,Dose group 1,F
T105017-4,T105017-4-0082,210,g,15,Dose group 1,F
T105017-4,T105017-4-0082,176,g,2,Dose group 1,F
T105017-4,T105017-4-0082,216,g,26,Dose group 1,F
T105017-4,T105017-4-0082,197,g,11,Dose group 1,F
T105017-4,T105017-4-0082,211,g,20,Dose group 1,F
T105017-4,T105017-4-0082,190,g,7,Dose group 1,F
T105017-4,T105017-4-0082,204,g,16,Dose group 1,F
T105017-4,T105017-4-0116,208,g,11,Dose group 3,F
T105017-4,T105017-4-0116,198,g,3,Dose group 3,F
T105017-4,T105017-4-0116,207,g,7,Dose group 3,F
T105017-4,T105017-4-0116,216,g,16,Dose group 3,F
T105017-4,T105017-4-0116,217,g,20,Dose group 3,F
